1716056492819663286,4.589998722076416,4.600053310394287,-3.141594493466613
1716056492939635515,4.589998722076416,4.6000871658325195,-3.1415918303055435
1716056493058416128,4.589999198913574,4.600119113922119,-3.141593161886078
1716056493179165840,4.589999198913574,4.600150108337402,-3.1415926292538643
1716056493301544427,4.590000152587891,4.600181579589844,-3.1415928955699712
1716056493420922756,4.590000629425049,4.600213527679443,-3.1415928955699712
1716056493538903713,4.590000629425049,4.600213527679443,-3.1415928955699712
1716056493659395217,4.590000629425049,4.600244522094727,-3.1415928955699712
1716056493778191089,4.589999675750732,4.600261211395264,-3.1415926292538643
1716056493901569366,4.590000152587891,4.600261211395264,-3.1415926292538643
1716056494020256280,4.589999675750732,4.6002607345581055,-3.1415926292538643
1716056494141019821,4.589999675750732,4.600261688232422,-3.1415926292538643
1716056494261395215,4.589999675750732,4.600261211395264,-3.1415926292538643
1716056494379995584,4.589999675750732,4.600261211395264,-3.1415926292538643
1716056494500327110,4.589999675750732,4.600261211395264,-3.1415926292538643
1716056494619856357,4.589999675750732,4.600261211395264,-3.1415926292538643
1716056494738431215,4.589999675750732,4.600261211395264,-3.1415928955699712
1716056494860695123,4.589999675750732,4.600261211395264,-3.1415928955699712
1716056494979025602,4.589999675750732,4.600261211395264,-3.1415928955699712
1716056495101026058,4.589999675750732,4.600261211395264,-3.1415928955699712
1716056495221234798,4.588444232940674,4.60028076171875,-3.141796893707891
1716056495338202953,4.561445713043213,4.600315570831299,-3.1418277863762967
1716056495462376594,4.50724983215332,4.600358009338379,-3.141729249416727
1716056495580178499,4.43295955657959,4.600393295288086,-3.141560937637138
1716056495699450731,4.3475518226623535,4.600418567657471,-3.1414602701487127
1716056495819212436,4.279814720153809,4.600442886352539,-3.141331905785165
1716056495940125226,4.2432403564453125,4.600464820861816,-3.1412280425034567
1716056496060634613,4.22438383102417,4.600491523742676,-3.141196617202837
1716056496180483102,4.211914539337158,4.600521087646484,-3.1412094003759705
1716056496301021575,4.174623489379883,4.60053825378418,-3.141182768765276
1716056496420342206,4.112463474273682,4.60054349899292,-3.141099678139909
1716056496540058612,4.0325140953063965,4.600527763366699,-3.14089301684092
1716056496658466339,3.9393470287323,4.600491046905518,-3.140756929310271
1716056496781277894,3.8505754470825195,4.600447654724121,-3.140661321827878
1716056496901665925,3.7939517498016357,4.6004252433776855,-3.1404932763643956
1716056497020143032,3.744694709777832,4.600402355194092,-3.1404924774160747
1716056497138110876,3.6767418384552,4.600358009338379,-3.1404061909974246
